customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,complaints_last_3m,outages_last_3m,avg_download_mbps,late_payments_last_6m,promo_active,discount_pct,churn
C0003259,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),81.41,894.02,0,0,153.4,0,No,0.0,0
C0003260,Female,0,No,No,60,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),61.71,3661.4,0,0,36.9,0,No,0.0,0
C0003261,Female,1,No,No,27,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,78.81,2143.41,0,0,22.2,0,No,0.0,0
C0003262,Male,0,Yes,No,20,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),77.9,1606.17,1,0,34.6,0,Yes,9.3,0
C0003263,Female,0,No,No,4,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,92.42,370.94,0,3,140.4,0,Yes,15.6,0
C0003264,Female,1,No,No,38,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.82,1952.72,0,0,37.6,2,No,0.0,0
C0003265,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),97.19,6990.6,0,1,187.2,0,Yes,20.6,0
C0003266,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1162.63,0,0,0.0,1,No,0.0,0
C0003267,Female,0,No,Yes,50,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.04,4181.89,0,0,32.9,0,No,0.0,0
C0003268,Male,1,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1212.35,0,0,0.0,1,No,0.0,1
C0003269,Male,1,No,Yes,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.78,3842.46,2,0,163.3,0,No,0.0,0
C0003270,Female,1,No,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,77.72,672.89,2,1,173.1,2,No,0.0,1
C0003271,Male,0,No,No,3,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,104.28,317.86,1,1,31.5,1,No,0.0,0
C0003272,Male,0,Yes,Yes,28,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),84.81,2365.49,0,0,30.0,1,Yes,18.8,0
C0003273,Male,1,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),123.31,1416.42,0,0,164.2,2,No,0.0,0
C0003274,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,110.36,4863.34,0,0,166.0,0,No,0.0,0
C0003275,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),109.94,3960.99,1,1,116.2,0,Yes,11.6,0
C0003276,Male,0,Yes,Yes,55,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),55.04,3031.38,0,0,36.5,0,Yes,12.7,0
C0003277,Female,1,No,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.9,5842.12,0,0,141.1,1,No,0.0,0
C0003278,Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,98.02,4262.21,2,0,194.9,1,No,0.0,0
C0003279,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),90.71,109.62,1,2,146.9,0,Yes,12.1,0
C0003280,Female,1,Yes,Yes,67,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.08,4466.49,1,0,26.9,1,No,0.0,1
C0003281,Male,1,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,80.67,171.04,0,1,197.1,0,No,0.0,0
C0003282,Female,1,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.1,893.45,0,0,0.0,0,No,0.0,0
C0003283,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.33,149.51,0,0,0.0,0,No,0.0,0
C0003284,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.09,626.57,2,0,0.0,0,Yes,14.2,1
C0003285,Female,0,No,Yes,42,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),63.43,2690.88,0,1,27.2,0,Yes,17.2,0
C0003286,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,61.61,1740.03,0,0,105.8,0,No,0.0,0
C0003287,Male,1,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),102.53,5540.9,0,0,181.8,0,No,0.0,0
C0003288,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),84.89,1373.08,0,1,249.4,1,No,0.0,0
C0003289,Female,0,Yes,No,8,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.49,418.5,0,1,45.9,0,No,0.0,0
C0003290,Female,0,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,82.46,511.44,0,1,221.9,1,No,0.0,0
C0003291,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),84.3,2311.28,1,0,97.7,0,Yes,5.3,0
C0003292,Male,1,No,No,41,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),101.83,4229.49,0,0,164.2,0,No,0.0,0
C0003293,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.24,3312.53,0,1,90.2,0,No,0.0,0
C0003294,Male,0,No,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,90.14,4099.67,2,0,127.5,0,No,0.0,0
C0003295,Female,0,Yes,No,8,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.86,741.2,0,0,110.1,1,No,0.0,0
C0003296,Male,0,No,No,56,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,64.07,3615.84,4,0,24.6,0,Yes,7.4,0
C0003297,Male,0,No,No,6,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,70.15,427.99,1,0,16.8,1,No,0.0,0
C0003298,Male,1,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,64.56,362.98,2,0,81.1,1,No,0.0,1
C0003299,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.15,1647.84,1,0,0.0,1,No,0.0,0
C0003300,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.14,1330.35,0,0,0.0,0,No,0.0,0
C0003301,Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.61,1258.65,0,0,0.0,0,No,0.0,0
C0003302,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),111.3,745.77,2,1,184.9,1,No,0.0,1
C0003303,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.81,205.77,0,0,146.2,2,No,0.0,0
C0003304,Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.9,309.64,0,0,0.0,0,No,0.0,0
C0003305,Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.0,162.61,1,0,66.8,0,No,0.0,0
C0003306,Female,0,Yes,No,38,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),74.55,2812.35,0,0,129.4,0,No,0.0,0
C0003307,Female,1,No,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.44,2858.99,0,0,204.1,0,Yes,15.8,0
C0003308,Female,1,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.84,142.86,1,0,0.0,0,No,0.0,0
C0003309,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),111.16,1198.92,1,0,167.5,0,Yes,15.5,0
C0003310,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.1,0.0,0,0,0.0,2,No,0.0,0
C0003311,Male,0,Yes,Yes,3,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),71.43,214.56,0,0,36.7,0,Yes,14.5,0
C0003312,Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),32.27,193.37,0,0,17.2,0,No,0.0,0
C0003313,Male,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,63.61,598.93,1,1,212.7,0,No,0.0,0
C0003314,Male,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,45.09,287.09,0,0,22.8,0,Yes,10.2,0
C0003315,Female,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.89,0.0,1,0,0.0,0,No,0.0,0
C0003316,Female,1,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,92.91,505.41,0,0,81.1,0,No,0.0,0
C0003317,Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.91,4013.32,0,0,254.6,1,No,0.0,0
C0003318,Female,0,No,No,26,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.27,1370.57,0,1,41.8,0,Yes,3.7,0
C0003319,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,68.55,2255.36,0,0,193.0,0,Yes,9.1,0
C0003320,Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.3,1056.22,0,1,0.0,1,No,0.0,0
C0003321,Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.19,1147.14,0,0,0.0,0,No,0.0,0
C0003322,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),92.13,28.33,2,0,151.4,0,No,0.0,1
C0003323,Male,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),111.44,5492.58,1,0,249.7,0,No,0.0,0
C0003324,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,85.18,1046.18,0,0,133.5,0,No,0.0,0
C0003325,Male,0,Yes,No,3,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),57.35,137.4,2,0,37.8,0,No,0.0,1
C0003326,Male,0,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,836.64,0,1,0.0,1,No,0.0,0
C0003327,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.34,352.05,0,0,35.0,1,No,0.0,1
C0003328,Male,0,No,Yes,1,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,69.27,46.33,0,1,13.0,1,No,0.0,0
C0003329,Male,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.23,2108.79,0,0,0.0,1,No,0.0,0
C0003330,Female,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.96,939.01,0,0,169.1,0,Yes,17.9,0
C0003331,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,67.58,356.78,2,0,146.3,0,Yes,5.8,0
C0003332,Female,0,Yes,No,21,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),84.73,1813.9,0,0,42.7,0,No,0.0,0
C0003333,Female,0,No,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.08,1339.49,0,0,0.0,0,No,0.0,0
C0003334,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,108.3,319.89,0,0,134.2,0,No,0.0,0
C0003335,Female,0,No,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,82.36,2479.37,0,2,87.0,1,Yes,2.8,1
C0003336,Female,0,No,Yes,55,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,51.29,2813.45,0,2,45.7,0,No,0.0,0
C0003337,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.3,2890.31,0,0,196.1,0,No,0.0,0
C0003338,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),110.44,441.66,0,0,190.7,0,No,0.0,1
C0003339,Female,0,Yes,Yes,63,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,76.53,,0,0,25.4,0,No,0.0,0
C0003340,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,61.89,1917.77,0,0,175.6,2,No,0.0,0
C0003341,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,26.8,1,1,0.0,0,No,0.0,0
C0003342,Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,62.68,650.32,0,0,47.1,0,No,0.0,0
C0003343,Female,0,No,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,43.51,335.22,0,1,35.7,1,Yes,7.6,0
C0003344,Female,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.93,1136.43,0,0,0.0,0,No,0.0,0
C0003345,Male,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.59,3274.22,1,0,163.7,0,Yes,12.4,1
C0003346,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.5,2175.59,0,2,176.4,0,No,0.0,0
C0003347,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,104.12,5929.06,0,0,263.1,0,Yes,8.1,0
C0003348,Male,0,No,Yes,60,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),48.2,2939.86,0,1,40.8,0,Yes,19.1,0
C0003349,Male,0,No,No,15,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),104.72,1597.98,0,1,217.7,0,Yes,1.0,0
C0003350,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.07,225.14,0,0,0.0,0,No,0.0,0
C0003351,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,90.28,6076.55,1,1,133.6,0,No,0.0,0
C0003352,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.12,1366.48,1,0,0.0,0,Yes,15.7,0
C0003353,Female,0,Yes,No,35,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.68,2784.75,0,0,161.5,0,No,0.0,1
C0003354,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,76.54,50.4,1,0,26.9,0,Yes,13.4,1
C0003355,Male,0,No,No,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.53,2314.31,0,0,30.7,0,No,0.0,0
C0003356,Female,0,No,No,10,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),78.48,767.65,0,1,28.3,0,No,0.0,0
C0003357,Male,1,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.98,993.0,0,1,0.0,0,No,0.0,0
C0003358,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,147.61,0,0,0.0,0,Yes,6.2,0
C0003359,Male,0,Yes,No,2,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,60.13,165.85,0,0,34.7,0,No,0.0,0
C0003360,Male,0,No,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.23,4659.82,1,1,135.1,0,No,0.0,1
C0003361,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.09,231.04,0,0,0.0,0,Yes,10.7,0
C0003362,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,98.91,487.89,1,3,134.5,2,Yes,14.0,1
C0003363,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),111.22,2345.86,0,2,83.2,0,No,0.0,0
C0003364,Male,0,Yes,No,54,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,71.91,3894.5,0,0,22.4,0,Yes,18.7,0
C0003365,Female,0,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,41.59,1390.32,0,1,40.8,0,Yes,12.8,0
C0003366,Female,0,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,75.93,4324.39,1,1,40.7,1,No,0.0,0
C0003367,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,99.77,3807.83,0,2,194.0,1,No,0.0,0
C0003368,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.28,324.56,0,0,0.0,0,No,0.0,0
C0003369,Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),115.08,1514.5,2,0,182.5,0,No,0.0,0
C0003370,Female,0,No,Yes,67,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.15,4661.03,2,0,81.8,0,No,0.0,0
C0003371,Male,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.64,673.58,0,0,293.6,1,No,0.0,0
C0003372,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.43,547.83,0,0,0.0,0,No,0.0,0
C0003373,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.97,,0,0,227.6,0,No,0.0,0
C0003374,Female,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,98.43,,1,0,112.8,0,No,0.0,0
C0003375,Male,0,Yes,No,24,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),68.61,1624.35,0,0,43.8,0,No,0.0,0
C0003376,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),118.67,1005.36,0,0,218.8,0,Yes,21.5,0
C0003377,Female,1,Yes,Yes,41,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.73,2562.31,0,1,54.8,0,Yes,15.9,0
C0003378,Male,0,No,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.55,5076.31,0,0,157.7,0,No,0.0,0
C0003379,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,98.42,191.8,2,0,131.3,0,No,0.0,1
C0003380,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),103.64,67.27,0,2,113.7,1,No,0.0,1
C0003381,Female,0,No,Yes,22,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),52.21,1149.64,0,1,21.5,0,Yes,11.5,0
C0003382,Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),91.56,3098.46,0,0,127.5,0,Yes,6.2,1
C0003383,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),110.83,2096.85,1,0,228.6,0,Yes,16.8,0
C0003384,Male,1,Yes,No,65,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.17,4072.7,0,0,38.5,0,Yes,21.0,0
C0003385,Female,0,No,No,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.89,1154.2,1,0,37.9,0,No,0.0,0
C0003386,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,97.75,3917.79,1,1,130.9,2,Yes,13.9,0
C0003387,Male,1,No,Yes,48,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.11,4171.37,0,1,44.5,1,No,0.0,0
C0003388,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),103.35,300.12,0,0,125.4,0,Yes,1.0,0
C0003389,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,78.48,1666.42,0,1,186.1,0,No,0.0,0
C0003390,Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.74,968.38,0,0,0.0,1,No,0.0,0
C0003391,Female,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),104.07,3675.38,0,0,107.6,0,No,0.0,0
C0003392,Male,1,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.26,761.33,0,0,0.0,1,No,0.0,0
C0003393,Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.41,1663.74,0,1,0.0,1,No,0.0,0
C0003394,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,87.82,599.3,1,1,185.2,3,No,0.0,1
C0003395,Male,0,No,No,57,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,76.8,4373.74,2,0,19.0,1,Yes,8.7,0
C0003396,Male,0,Yes,No,39,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,75.13,2959.4,0,0,41.2,1,Yes,17.1,0
C0003397,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,91.48,3479.13,0,0,144.8,1,No,0.0,0
C0003398,Female,1,No,No,69,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),60.96,4233.49,0,1,,1,Yes,21.0,0
C0003399,Male,0,Yes,Yes,36,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,63.12,2265.1,0,1,24.0,0,No,0.0,0
C0003400,Male,0,No,No,43,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,67.14,2837.49,1,1,37.1,0,Yes,2.8,0
C0003401,Female,0,No,No,3,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,69.88,191.58,0,1,31.0,0,No,0.0,0
C0003402,Male,0,No,No,71,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.82,5684.26,0,0,38.4,0,Yes,17.3,0
C0003403,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.44,848.47,1,1,0.0,0,No,0.0,0
C0003404,Male,0,Yes,No,31,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,61.87,1904.63,1,0,21.7,0,No,0.0,0
C0003405,Male,0,No,No,7,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.31,447.35,0,0,0.2,0,No,0.0,1
C0003406,Male,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.74,,0,0,0.0,0,Yes,8.0,0
C0003407,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.26,403.46,0,1,0.0,0,No,0.0,0
